epoch,learning_rate,loss,val_loss
0,0.0010000000474974513,0.41832366585731506,0.35993850231170654
1,0.0010000000474974513,0.25807076692581177,0.16665397584438324
2,0.0010000000474974513,0.20868386328220367,0.13573312759399414
3,0.0010000000474974513,0.12221979349851608,0.10903484374284744
4,0.0010000000474974513,0.1113470122218132,0.09526780992746353
5,0.0010000000474974513,0.09165675193071365,0.08547358214855194
6,0.0010000000474974513,0.08351684361696243,0.07747897505760193
7,0.0010000000474974513,0.07743481546640396,0.07360497862100601
8,0.0010000000474974513,0.07367522269487381,0.06989435106515884
9,0.0010000000474974513,0.07007057219743729,0.06684305518865585
10,0.0010000000474974513,0.07238510996103287,0.06774059683084488
11,0.0010000000474974513,0.06676176190376282,0.0684705525636673
12,0.0010000000474974513,0.06426217406988144,0.062240857630968094
13,0.0010000000474974513,0.06322681903839111,0.061940547078847885
14,0.0010000000474974513,0.06116422265768051,0.0595959797501564
15,0.0010000000474974513,0.06050022318959236,0.05739612877368927
16,0.0010000000474974513,0.07660476863384247,0.05655708909034729
17,0.0010000000474974513,0.061701104044914246,0.05505484715104103
18,0.0010000000474974513,0.054887134581804276,0.05385399982333183
19,0.0010000000474974513,0.05374671518802643,0.05266428738832474
20,0.0010000000474974513,0.05347943678498268,0.05221637338399887
21,0.0010000000474974513,0.0538194477558136,0.05103100836277008
22,0.0010000000474974513,0.0523013211786747,0.05120520293712616
23,0.0010000000474974513,0.11377330124378204,0.05306708440184593
24,0.0010000000474974513,0.0536322221159935,0.052523404359817505
25,0.0010000000474974513,0.05245554819703102,0.05157199129462242
26,0.0010000000474974513,0.05428865924477577,0.058961305767297745
27,0.0010000000474974513,0.05206794664263725,0.05069844424724579
28,0.0010000000474974513,0.05428456887602806,0.0503891296684742
29,0.0010000000474974513,0.05185572803020477,0.05163903534412384
30,0.0010000000474974513,0.060559023171663284,0.050776440650224686
31,0.0010000000474974513,0.052662916481494904,0.0513760969042778
32,0.0010000000474974513,0.05133701115846634,0.05112933740019798
33,0.0010000000474974513,0.054468292742967606,0.050065312534570694
34,0.0010000000474974513,0.05147372931241989,0.050806477665901184
35,0.0010000000474974513,0.05191658437252045,0.050250906497240067
36,0.0010000000474974513,0.06978803128004074,0.051709502935409546
37,0.0010000000474974513,0.05167112499475479,0.050657644867897034
38,0.0010000000474974513,0.051981452852487564,0.05045723170042038
39,0.0010000000474974513,0.05160922557115555,0.05154624953866005
40,0.0010000000474974513,0.05303353816270828,0.05115083232522011
41,0.0010000000474974513,0.05474262684583664,0.05094805359840393
42,0.0010000000474974513,0.0524812787771225,0.049971699714660645
43,0.0010000000474974513,0.05069219693541527,0.04960699751973152
44,0.0010000000474974513,0.05116913840174675,0.05174383521080017
45,0.0010000000474974513,0.05139590799808502,0.06138717010617256
46,0.0010000000474974513,0.08070982247591019,0.05018409714102745
47,0.0010000000474974513,0.050371937453746796,0.05007050558924675
48,0.0010000000474974513,0.051796842366456985,0.05025340989232063
49,0.0010000000474974513,0.05397301912307739,0.05592877417802811
50,0.0010000000474974513,0.05401233583688736,0.05024603381752968
51,0.0010000000474974513,0.05035094916820526,0.06003221496939659
52,0.0010000000474974513,0.06365441530942917,0.049294792115688324
53,0.0010000000474974513,0.052367374300956726,0.04974900186061859
54,0.0010000000474974513,0.05003117397427559,0.05025036260485649
55,0.0010000000474974513,0.04992774873971939,0.04897813871502876
56,0.0010000000474974513,0.049596723169088364,0.049466222524642944
57,0.0010000000474974513,0.050701890140771866,0.04887400567531586
58,0.0010000000474974513,0.051677156239748,0.0490264818072319
59,0.0010000000474974513,0.05520970746874809,0.05110771581530571
60,0.0010000000474974513,0.05027005448937416,0.04837077111005783
61,0.0010000000474974513,0.050634272396564484,0.04982026293873787
62,0.0010000000474974513,0.05029745772480965,0.04847950488328934
63,0.0010000000474974513,0.09591586142778397,0.05388861149549484
64,0.0010000000474974513,0.052750539034605026,0.05110745131969452
65,0.0010000000474974513,0.051392655819654465,0.0494619756937027
66,0.0010000000474974513,0.04940975084900856,0.048766132444143295
67,0.0010000000474974513,0.05121278017759323,0.053218770772218704
68,0.0010000000474974513,0.051065728068351746,0.04973119497299194
69,0.0010000000474974513,0.049174871295690536,0.0481819212436676
70,0.0010000000474974513,0.05208970233798027,0.048179347068071365
71,0.0010000000474974513,0.05336831137537956,0.05474244803190231
72,0.0010000000474974513,0.04921620339155197,0.04827066883444786
73,0.0010000000474974513,0.05010135844349861,0.04809959977865219
74,0.0010000000474974513,0.05105268582701683,0.05361563712358475
75,0.0010000000474974513,0.056028254330158234,0.051621828228235245
76,0.0010000000474974513,0.048857737332582474,0.048141710460186005
77,0.0010000000474974513,0.0486549474298954,0.049533307552337646
78,0.0010000000474974513,0.04915409907698631,0.049722444266080856
79,0.0010000000474974513,0.04865597188472748,0.047854915261268616
80,0.0010000000474974513,0.04789888858795166,0.047408826649188995
81,0.0010000000474974513,0.04771924763917923,0.047389060258865356
82,0.0010000000474974513,0.04751799628138542,0.047510359436273575
83,0.0010000000474974513,0.04772032052278519,0.04670616239309311
84,0.0010000000474974513,0.0481446236371994,0.04853982850909233
85,0.0010000000474974513,0.04714528098702431,0.04936522617936134
86,0.0010000000474974513,0.047861527651548386,0.04547923058271408
87,0.0010000000474974513,0.045325420796871185,0.0447830967605114
88,0.0010000000474974513,0.04431969299912453,0.04382549226284027
