epoch,learning_rate,loss,val_loss
0,0.0010000000474974513,3.1847264766693115,2.3362035751342773
1,0.0010000000474974513,1.857786774635315,1.4606531858444214
2,0.0010000000474974513,1.2665879726409912,1.1279149055480957
3,0.0010000000474974513,1.009865641593933,0.9227661490440369
4,0.0010000000474974513,0.8274871706962585,0.7699079513549805
5,0.0010000000474974513,0.6984196305274963,0.6537889242172241
6,0.0010000000474974513,0.5932088494300842,0.5717260837554932
7,0.0010000000474974513,0.5172690153121948,0.5108045935630798
8,0.0010000000474974513,0.4550078213214874,0.4381285309791565
9,0.0010000000474974513,0.40399035811424255,0.39521726965904236
10,0.0010000000474974513,0.3671729862689972,0.3641478717327118
11,0.0010000000474974513,0.3342587351799011,0.3276323974132538
12,0.0010000000474974513,0.3072627782821655,0.30670395493507385
13,0.0010000000474974513,0.2873217761516571,0.2860351502895355
14,0.0010000000474974513,0.2689968943595886,0.2669477164745331
15,0.0010000000474974513,0.2555482089519501,0.2525577247142792
16,0.0010000000474974513,0.24245412647724152,0.25135061144828796
17,0.0010000000474974513,0.2335471510887146,0.23048418760299683
18,0.0010000000474974513,0.2255125194787979,0.22793841361999512
19,0.0010000000474974513,0.21712282299995422,0.22033120691776276
20,0.0010000000474974513,0.21112582087516785,0.21016407012939453
21,0.0010000000474974513,0.2056884616613388,0.21074031293392181
22,0.0010000000474974513,0.20074549317359924,0.20069319009780884
23,0.0010000000474974513,0.1979040950536728,0.19754302501678467
24,0.0010000000474974513,0.19535569846630096,0.2504093647003174
25,0.0010000000474974513,0.19247569143772125,0.19205966591835022
26,0.0010000000474974513,0.19130930304527283,0.18904148042201996
27,0.0010000000474974513,0.18850192427635193,0.19195522367954254
28,0.0010000000474974513,0.18824030458927155,0.18561404943466187
29,0.0010000000474974513,0.18621256947517395,0.1861463040113449
30,0.0010000000474974513,0.1850772202014923,0.19192570447921753
31,0.0010000000474974513,0.18280790746212006,0.1807606965303421
32,0.0010000000474974513,0.1829945594072342,0.18234194815158844
33,0.0010000000474974513,0.1820811629295349,0.18189740180969238
34,0.0010000000474974513,0.17838098108768463,0.1842411905527115
35,0.0010000000474974513,0.18116487562656403,0.18051911890506744
36,0.0010000000474974513,0.17778195440769196,0.17648783326148987
37,0.0010000000474974513,0.1774590164422989,0.1893131285905838
38,0.0010000000474974513,0.17642521858215332,0.1801220327615738
39,0.0010000000474974513,0.18254682421684265,0.18236470222473145
40,0.0010000000474974513,0.18257810175418854,0.19065088033676147
41,0.0010000000474974513,0.17432409524917603,0.17427632212638855
42,0.0010000000474974513,0.17814090847969055,0.2100190669298172
43,0.0010000000474974513,0.17357094585895538,0.17300505936145782
44,0.0010000000474974513,0.17915338277816772,0.17344330251216888
45,0.0010000000474974513,0.17695824801921844,0.17368097603321075
46,0.0010000000474974513,0.17309676110744476,0.17804992198944092
47,0.0010000000474974513,0.17380750179290771,0.17696015536785126
48,0.0010000000474974513,0.17321349680423737,0.1815069317817688
49,0.0010000000474974513,0.17605969309806824,0.20300845801830292
50,0.0010000000474974513,0.17835845053195953,0.17734602093696594
51,0.0010000000474974513,0.17326398193836212,0.1725650131702423
52,0.0010000000474974513,0.17097312211990356,0.17302510142326355
53,0.0010000000474974513,0.17570199072360992,0.17954473197460175
54,0.0010000000474974513,0.17270797491073608,0.17198558151721954
55,0.0010000000474974513,0.17042118310928345,0.1709895133972168
